PING 54.176.53.206 (54.176.53.206) 38(66) bytes of data.
46 bytes from 54.176.53.206: icmp_seq=1 ttl=44 time=407 ms
46 bytes from 54.176.53.206: icmp_seq=2 ttl=44 time=202 ms
46 bytes from 54.176.53.206: icmp_seq=3 ttl=44 time=62.8 ms
46 bytes from 54.176.53.206: icmp_seq=4 ttl=44 time=62.4 ms
46 bytes from 54.176.53.206: icmp_seq=5 ttl=44 time=62.4 ms
46 bytes from 54.176.53.206: icmp_seq=6 ttl=44 time=69.2 ms
46 bytes from 54.176.53.206: icmp_seq=7 ttl=44 time=70.6 ms
46 bytes from 54.176.53.206: icmp_seq=8 ttl=44 time=70.0 ms
46 bytes from 54.176.53.206: icmp_seq=9 ttl=44 time=69.3 ms
46 bytes from 54.176.53.206: icmp_seq=10 ttl=44 time=77.2 ms
46 bytes from 54.176.53.206: icmp_seq=11 ttl=44 time=68.2 ms
46 bytes from 54.176.53.206: icmp_seq=12 ttl=44 time=76.0 ms
46 bytes from 54.176.53.206: icmp_seq=13 ttl=44 time=69.4 ms
46 bytes from 54.176.53.206: icmp_seq=14 ttl=44 time=65.5 ms
46 bytes from 54.176.53.206: icmp_seq=15 ttl=44 time=72.2 ms
46 bytes from 54.176.53.206: icmp_seq=16 ttl=44 time=65.3 ms
46 bytes from 54.176.53.206: icmp_seq=17 ttl=44 time=64.5 ms
46 bytes from 54.176.53.206: icmp_seq=18 ttl=44 time=67.8 ms
46 bytes from 54.176.53.206: icmp_seq=19 ttl=44 time=70.3 ms
46 bytes from 54.176.53.206: icmp_seq=20 ttl=44 time=70.9 ms
46 bytes from 54.176.53.206: icmp_seq=21 ttl=44 time=80.2 ms
46 bytes from 54.176.53.206: icmp_seq=22 ttl=44 time=62.4 ms
46 bytes from 54.176.53.206: icmp_seq=23 ttl=44 time=71.3 ms
46 bytes from 54.176.53.206: icmp_seq=24 ttl=44 time=77.1 ms
46 bytes from 54.176.53.206: icmp_seq=25 ttl=44 time=78.4 ms
46 bytes from 54.176.53.206: icmp_seq=26 ttl=44 time=73.5 ms
46 bytes from 54.176.53.206: icmp_seq=27 ttl=44 time=72.4 ms
46 bytes from 54.176.53.206: icmp_seq=28 ttl=44 time=74.2 ms
46 bytes from 54.176.53.206: icmp_seq=29 ttl=44 time=65.0 ms
46 bytes from 54.176.53.206: icmp_seq=30 ttl=44 time=65.2 ms
46 bytes from 54.176.53.206: icmp_seq=31 ttl=44 time=64.1 ms
46 bytes from 54.176.53.206: icmp_seq=32 ttl=44 time=74.5 ms
46 bytes from 54.176.53.206: icmp_seq=33 ttl=44 time=63.4 ms
46 bytes from 54.176.53.206: icmp_seq=34 ttl=44 time=62.3 ms
46 bytes from 54.176.53.206: icmp_seq=35 ttl=44 time=61.7 ms
46 bytes from 54.176.53.206: icmp_seq=36 ttl=44 time=88.1 ms
46 bytes from 54.176.53.206: icmp_seq=37 ttl=44 time=72.7 ms
46 bytes from 54.176.53.206: icmp_seq=38 ttl=44 time=73.0 ms
46 bytes from 54.176.53.206: icmp_seq=39 ttl=44 time=69.2 ms
46 bytes from 54.176.53.206: icmp_seq=40 ttl=44 time=70.0 ms
46 bytes from 54.176.53.206: icmp_seq=41 ttl=44 time=69.7 ms
46 bytes from 54.176.53.206: icmp_seq=42 ttl=44 time=75.5 ms
46 bytes from 54.176.53.206: icmp_seq=43 ttl=44 time=67.5 ms
